CTDPRS_DBAR,CTDPRS_FLAG_W,CTDTMP_ITS-90,CTDTMP_FLAG_W,CTDSAL_PSS-78,CTDSAL_FLAG_W,CTDOXY_UMOL_KG,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW_0-5VDC,CTDCDOMFRAW_FLAG_W,CTDBEAMCP_METER,CTDBEAMCP_FLAG_W,StationID
2064,2,2.3977,2,34.7043,2,174.5,2,36,4505.5,0.215,2,0.0273,2,I8S-S70
2066,2,2.3959,2,34.7047,2,174.6,2,24,4506.8,0.215,2,0.0273,2,I8S-S70
2068,2,2.3956,2,34.7045,2,174.6,2,36,4508,0.212,2,0.0273,2,I8S-S70
2070,2,2.3967,2,34.704,2,174.5,2,48,4511.8,0.216,2,0.0273,2,I8S-S70
2072,2,2.3946,2,34.705,2,174.5,2,24,4515.3,0.214,2,0.0273,2,I8S-S70
2074,2,2.3919,2,34.7053,2,174.5,2,24,4516.3,0.212,2,0.0273,2,I8S-S70
2076,2,2.3895,2,34.7058,2,174.6,2,36,4517.5,0.212,2,0.0273,2,I8S-S70
2078,2,2.3875,2,34.7059,2,174.6,2,48,4519.3,0.211,2,0.0273,2,I8S-S70
2080,2,2.3869,2,34.7058,2,174.7,2,96,4522.3,0.212,2,0.0273,2,I8S-S70
2082,2,2.3851,2,34.7061,2,174.7,2,72,4525.8,0.212,2,0.0273,2,I8S-S70
2084,2,2.382,2,34.707,2,174.8,2,24,4527.8,0.212,2,0.0273,2,I8S-S70
2086,2,2.3808,2,34.7071,2,174.9,2,24,4528.8,0.216,2,0.0273,2,I8S-S70
2088,2,2.3778,2,34.7078,2,174.9,2,36,4530.1,0.213,2,0.0273,2,I8S-S70
2090,2,2.3774,2,34.7076,2,175.1,2,48,4532.4,0.21,2,0.0273,2,I8S-S70
2092,2,2.3754,2,34.7081,2,175.2,2,36,4536,0.211,2,0.0273,2,I8S-S70
2094,2,2.3717,2,34.7085,2,175.3,2,48,4537.8,0.212,2,0.0273,2,I8S-S70
2096,2,2.3703,2,34.7087,2,175.4,2,24,4539.3,0.217,2,0.0273,2,I8S-S70
2098,2,2.3694,2,34.709,2,175.3,2,36,4540.6,0.21,2,0.0273,2,I8S-S70
2100,2,2.369,2,34.709,2,175.2,2,84,4543.1,0.21,2,0.0273,2,I8S-S70
2102,2,2.3684,2,34.7093,2,175.4,2,36,4545.6,0.214,2,0.0273,2,I8S-S70
2104,2,2.368,2,34.7093,2,175.6,2,48,4547.3,0.218,2,0.0273,2,I8S-S70
2106,2,2.3673,2,34.7094,2,175.6,2,72,4549.8,0.21,2,0.0273,2,I8S-S70
2108,2,2.3661,2,34.7099,2,175.9,2,24,4551.8,0.209,2,0.0273,2,I8S-S70
2110,2,2.3624,2,34.7106,2,176,2,36,4553,0.21,2,0.0273,2,I8S-S70
2112,2,2.3609,2,34.7108,2,176.2,2,72,4555.6,0.209,2,0.0273,2,I8S-S70
2114,2,2.361,2,34.7108,2,176.3,2,36,4559.5,0.212,2,0.0273,2,I8S-S70
2116,2,2.3583,2,34.7116,2,176.4,2,24,4560.8,0.208,2,0.0273,2,I8S-S70
2118,2,2.3574,2,34.7117,2,176.4,2,24,4561.8,0.213,2,0.0273,2,I8S-S70
2120,2,2.357,2,34.7118,2,176.5,2,24,4562.8,0.205,2,0.0273,2,I8S-S70
2122,2,2.3562,2,34.7116,2,176.7,2,36,4564,0.212,2,0.0273,2,I8S-S70
2124,2,2.3573,2,34.7111,2,176.8,2,60,4567.8,0.21,2,0.0273,2,I8S-S70
2126,2,2.3539,2,34.7121,2,176.9,2,36,4571,0.201,2,0.0273,2,I8S-S70
2128,2,2.3534,2,34.712,2,176.9,2,24,4572.3,0.204,2,0.0273,2,I8S-S70
2130,2,2.3505,2,34.7126,2,177,2,36,4573.5,0.208,2,0.0273,2,I8S-S70
2132,2,2.3493,2,34.7128,2,177,2,24,4574.8,0.212,2,0.0273,2,I8S-S70
2134,2,2.3491,2,34.7127,2,177.1,2,96,4577.3,0.209,2,0.0273,2,I8S-S70
2136,2,2.3486,2,34.713,2,177.1,2,96,4581.3,0.209,2,0.0273,2,I8S-S70
2138,2,2.3482,2,34.7135,2,177.4,2,36,4584.1,0.209,2,0.0273,2,I8S-S70
2140,2,2.3477,2,34.7137,2,177.5,2,24,4585.3,0.21,2,0.0273,2,I8S-S70
2142,2,2.3474,2,34.7139,2,177.5,2,24,4586.3,0.21,2,0.0273,2,I8S-S70
2144,2,2.3467,2,34.714,2,177.7,2,24,4587.3,0.212,2,0.0273,2,I8S-S70
2146,2,2.3459,2,34.7142,2,177.8,2,36,4588.5,0.21,2,0.0273,2,I8S-S70
2148,2,2.3465,2,34.7138,2,178.1,2,60,4592.3,0.213,2,0.0273,2,I8S-S70
2150,2,2.3409,2,34.7153,2,178.4,2,24,4595.3,0.214,2,0.0273,2,I8S-S70
2152,2,2.3394,2,34.7154,2,178.3,2,36,4596.5,0.213,2,0.0273,2,I8S-S70
2154,2,2.3388,2,34.7156,2,178.5,2,36,4598,0.216,2,0.0273,2,I8S-S70
2156,2,2.3379,2,34.7157,2,178.6,2,36,4599.5,0.209,2,0.0273,2,I8S-S70
2158,2,2.333,2,34.716,2,178.9,2,72,4601.8,0.208,2,0.0273,2,I8S-S70
2160,2,2.3295,2,34.7162,2,179,2,96,4605.3,0.209,2,0.0273,2,I8S-S70
2162,2,2.3283,2,34.7167,2,179,2,36,4608,0.215,2,0.0273,2,I8S-S70
2164,2,2.3255,2,34.7169,2,179.1,2,24,4609.3,0.208,2,0.0273,2,I8S-S70
2166,2,2.3249,2,34.717,2,179.2,2,36,4610.5,0.213,2,0.0273,2,I8S-S70
2168,2,2.3245,2,34.7172,2,179.2,2,24,4611.8,0.208,2,0.0273,2,I8S-S70
2170,2,2.3245,2,34.7171,2,179.2,2,60,4613.5,0.206,2,0.0273,2,I8S-S70
2172,2,2.3245,2,34.717,2,179.2,2,84,4616.9,0.21,2,0.0273,2,I8S-S70
2174,2,2.3204,2,34.7177,2,179.1,2,36,4621.5,0.212,2,0.0273,2,I8S-S70
2176,2,2.3134,2,34.7184,2,179.2,2,24,4622.8,0.213,2,0.0273,2,I8S-S70
2178,2,2.3133,2,34.7195,2,179.2,2,24,4623.8,0.209,2,0.0273,2,I8S-S70
2180,2,2.3123,2,34.7203,2,179.3,2,24,4624.8,0.211,2,0.0273,2,I8S-S70
2182,2,2.3115,2,34.7201,2,179.3,2,24,4625.8,0.215,2,0.0273,2,I8S-S70
2184,2,2.3129,2,34.7193,2,179.5,2,72,4629,0.212,2,0.0273,2,I8S-S70
2186,2,2.3117,2,34.7204,2,179.9,2,24,4633.3,0.217,2,0.0273,2,I8S-S70
2188,2,2.3097,2,34.7205,2,180,2,24,4634.3,0.218,2,0.0273,2,I8S-S70
2190,2,2.3045,2,34.7201,2,180,2,24,4635.3,0.208,2,0.0273,2,I8S-S70
2192,2,2.3023,2,34.7198,2,180.1,2,24,4636.3,0.211,2,0.0273,2,I8S-S70
2194,2,2.3024,2,34.7199,2,180.2,2,108,4639,0.212,2,0.0273,2,I8S-S70
2196,2,2.3003,2,34.7203,2,180,2,36,4642.1,0.212,2,0.0273,2,I8S-S70
2198,2,2.2985,2,34.7205,2,180,2,48,4643.8,0.215,2,0.0273,2,I8S-S70
2200,2,2.2948,2,34.7208,2,179.9,2,48,4645.8,0.207,2,0.0273,2,I8S-S70
2202,2,2.2918,2,34.7208,2,179.9,2,48,4647.8,0.21,2,0.0273,2,I8S-S70
2204,2,2.2914,2,34.7211,2,179.9,2,36,4649.5,0.21,2,0.0273,2,I8S-S70
2206,2,2.2911,2,34.7213,2,179.8,2,24,4650.8,0.215,2,0.0273,2,I8S-S70
2208,2,2.2879,2,34.7216,2,179.8,2,60,4652.5,0.21,2,0.0273,2,I8S-S70
2210,2,2.2866,2,34.7211,2,179.9,2,48,4656.7,0.212,2,0.0273,2,I8S-S70
2212,2,2.2816,2,34.722,2,179.8,2,36,4659,0.21,2,0.0273,2,I8S-S70
2214,2,2.2804,2,34.7227,2,179.8,2,24,4660.3,0.213,2,0.0273,2,I8S-S70
2216,2,2.2786,2,34.7229,2,179.8,2,24,4661.3,0.208,2,0.0273,2,I8S-S70
2218,2,2.2781,2,34.7225,2,179.7,2,84,4663.6,0.212,2,0.0273,2,I8S-S70
2220,2,2.2777,2,34.7224,2,179.7,2,48,4666.3,0.213,2,0.0273,2,I8S-S70
2222,2,2.274,2,34.7224,2,179.7,2,48,4668.3,0.21,2,0.0273,2,I8S-S70
2224,2,2.2726,2,34.7227,2,179.8,2,36,4670,0.215,2,0.0273,2,I8S-S70
2226,2,2.2717,2,34.7228,2,179.8,2,36,4671.5,0.214,2,0.0273,2,I8S-S70
2228,2,2.2712,2,34.7227,2,179.7,2,84,4674,0.208,2,0.0273,2,I8S-S70
2230,2,2.2703,2,34.7231,2,179.7,2,36,4676.5,0.211,2,0.0273,2,I8S-S70
2232,2,2.2697,2,34.7233,2,179.8,2,36,4678,0.216,2,0.0273,2,I8S-S70
2234,2,2.2695,2,34.7232,2,179.6,2,48,4679.8,0.21,2,0.0273,2,I8S-S70
2236,2,2.2691,2,34.7232,2,179.6,2,48,4681.8,0.21,2,0.0273,2,I8S-S70
2238,2,2.2666,2,34.7236,2,179.7,2,36,4683.6,0.211,2,0.0273,2,I8S-S70
2240,2,2.2651,2,34.7236,2,179.7,2,72,4685.8,0.211,2,0.0273,2,I8S-S70
2242,2,2.2645,2,34.7238,2,179.8,2,48,4688.3,0.21,2,0.0273,2,I8S-S70
2244,2,2.2637,2,34.7241,2,179.8,2,24,4689.8,0.215,2,0.0273,2,I8S-S70
2246,2,2.2624,2,34.7242,2,179.9,2,60,4691.5,0.217,2,0.0273,2,I8S-S70
2248,2,2.2619,2,34.7241,2,179.9,2,72,4694.3,0.214,2,0.0273,2,I8S-S70
2250,2,2.2612,2,34.725,2,180,2,36,4696.5,0.206,2,0.0273,2,I8S-S70
2252,2,2.2595,2,34.7256,2,180,2,36,4698,0.213,2,0.0273,2,I8S-S70
2254,2,2.2592,2,34.7256,2,180.1,2,36,4699.5,0.214,2,0.0273,2,I8S-S70
2256,2,2.2589,2,34.7256,2,180.4,2,36,4701,0.214,2,0.0273,2,I8S-S70
2258,2,2.2583,2,34.7258,2,180.5,2,48,4702.8,0.21,2,0.0273,2,I8S-S70
2260,2,2.2583,2,34.7259,2,180.7,2,60,4706.2,0.209,2,0.0273,2,I8S-S70
2262,2,2.2583,2,34.727,2,180.8,2,24,4709.8,0.205,2,0.0273,2,I8S-S70
2264,2,2.2582,2,34.728,2,180.8,2,24,4710.8,0.207,2,0.0273,2,I8S-S70
2266,2,2.2578,2,34.7286,2,181.1,2,24,4711.8,0.208,2,0.0273,2,I8S-S70
2268,2,2.2571,2,34.7286,2,181.3,2,24,4712.8,0.21,2,0.0273,2,I8S-S70
2270,2,2.2571,2,34.7281,2,181.6,2,72,4715,0.209,2,0.0273,2,I8S-S70
2272,2,2.2566,2,34.7284,2,182.2,2,48,4718.8,0.212,2,0.0273,2,I8S-S70
2274,2,2.2531,2,34.7295,2,182.4,2,36,4720.6,0.214,2,0.0273,2,I8S-S70
2276,2,2.2505,2,34.7298,2,182.6,2,24,4721.8,0.212,2,0.0273,2,I8S-S70
2278,2,2.2481,2,34.7297,2,182.8,2,48,4723.3,0.209,2,0.0273,2,I8S-S70
2280,2,2.2437,2,34.7296,2,183.1,2,48,4725.3,0.208,2,0.0273,2,I8S-S70
2282,2,2.2301,2,34.7292,2,183.3,2,48,4727.3,0.209,2,0.0273,2,I8S-S70
2284,2,2.2245,2,34.7289,2,183.4,2,60,4729.6,0.214,2,0.0273,2,I8S-S70
2286,2,2.2209,2,34.7287,2,183.2,2,60,4732,0.21,2,0.0273,2,I8S-S70
2288,2,2.2162,2,34.7287,2,183.1,2,24,4733.8,0.212,2,0.0273,2,I8S-S70
2290,2,2.213,2,34.7284,2,182.9,2,36,4735,0.207,2,0.0273,2,I8S-S70
2292,2,2.2069,2,34.7284,2,182.7,2,48,4736.8,0.212,2,0.0273,2,I8S-S70
2294,2,2.2047,2,34.7281,2,182.4,2,72,4739.3,0.209,2,0.0273,2,I8S-S70
2296,2,2.2028,2,34.728,2,182,2,72,4742.3,0.211,2,0.0273,2,I8S-S70
2298,2,2.2017,2,34.7284,2,181.7,2,24,4744.3,0.213,2,0.0273,2,I8S-S70
2300,2,2.2011,2,34.7284,2,181.7,2,36,4745.6,0.212,2,0.0273,2,I8S-S70
2302,2,2.2004,2,34.7286,2,181.5,2,24,4746.8,0.209,2,0.0269,2,I8S-S70
2304,2,2.198,2,34.7285,2,181.6,2,36,4748.1,0.209,2,0.0265,2,I8S-S70
2306,2,2.1979,2,34.7282,2,181.3,2,72,4751.1,0.211,2,0.0269,2,I8S-S70
2308,2,2.1947,2,34.7288,2,181.2,2,24,4754.8,0.216,2,0.0273,2,I8S-S70
2310,2,2.1926,2,34.7291,2,181.2,2,36,4756,0.209,2,0.0273,2,I8S-S70
2312,2,2.1922,2,34.7292,2,181,2,24,4757.3,0.216,2,0.0273,2,I8S-S70
2314,2,2.1909,2,34.729,2,181.1,2,24,4758.3,0.209,2,0.0269,2,I8S-S70
2316,2,2.1907,2,34.7289,2,181.1,2,108,4761,0.211,2,0.0265,2,I8S-S70
2318,2,2.1897,2,34.7291,2,181.2,2,36,4764.1,0.211,2,0.0269,2,I8S-S70
2320,2,2.1887,2,34.7293,2,181.2,2,36,4765.6,0.206,2,0.0269,2,I8S-S70
2322,2,2.1889,2,34.7294,2,181,2,36,4767.1,0.212,2,0.0265,2,I8S-S70
2324,2,2.1879,2,34.7293,2,181.1,2,60,4769.1,0.21,2,0.0261,2,I8S-S70
2326,2,2.1858,2,34.7296,2,181.1,2,48,4771.3,0.211,2,0.0261,2,I8S-S70
2328,2,2.1836,2,34.73,2,181.2,2,36,4773,0.221,2,0.0261,2,I8S-S70
2330,2,2.1818,2,34.7301,2,181.3,2,36,4774.5,0.208,2,0.0261,2,I8S-S70
2332,2,2.1784,2,34.7309,2,181.3,2,72,4776.8,0.211,2,0.0261,2,I8S-S70
2334,2,2.1796,2,34.7321,2,181.5,2,60,4779.5,0.211,2,0.0261,2,I8S-S70
2336,2,2.18,2,34.7327,2,181.7,2,36,4781.5,0.21,2,0.0261,2,I8S-S70
2338,2,2.1767,2,34.7332,2,182,2,36,4783,0.209,2,0.0261,2,I8S-S70
2340,2,2.1748,2,34.7333,2,182.4,2,36,4784.5,0.214,2,0.0261,2,I8S-S70
2342,2,2.1747,2,34.7334,2,182.8,2,84,4787,0.211,2,0.0261,2,I8S-S70
2344,2,2.1742,2,34.7335,2,183.1,2,60,4790,0.21,2,0.0261,2,I8S-S70
2346,2,2.1726,2,34.7343,2,183.4,2,24,4791.8,0.217,2,0.0261,2,I8S-S70
2348,2,2.1725,2,34.7342,2,183.4,2,24,4792.8,0.204,2,0.0261,2,I8S-S70
2350,2,2.1712,2,34.7344,2,183.7,2,48,4794.3,0.209,2,0.0261,2,I8S-S70
2352,2,2.1692,2,34.7345,2,183.8,2,72,4796.8,0.212,2,0.0261,2,I8S-S70
2354,2,2.1645,2,34.7349,2,184.1,2,60,4799.5,0.212,2,0.0261,2,I8S-S70
2356,2,2.1618,2,34.7352,2,184.2,2,36,4801.5,0.212,2,0.0261,2,I8S-S70
2358,2,2.1589,2,34.7352,2,184.4,2,36,4803,0.208,2,0.0261,2,I8S-S70
2360,2,2.1582,2,34.7354,2,184.5,2,36,4804.6,0.211,2,0.0261,2,I8S-S70
2362,2,2.1568,2,34.7355,2,184.6,2,48,4806.3,0.216,2,0.0261,2,I8S-S70
2364,2,2.153,2,34.7356,2,184.7,2,48,4808.3,0.213,2,0.0261,2,I8S-S70
2366,2,2.1528,2,34.7354,2,184.9,2,96,4811.3,0.208,2,0.0261,2,I8S-S70
2368,2,2.1478,2,34.7359,2,185,2,36,4814,0.209,2,0.0261,2,I8S-S70
2370,2,2.1457,2,34.7359,2,185.1,2,36,4815.5,0.211,2,0.0261,2,I8S-S70
2372,2,2.1442,2,34.7359,2,185.2,2,36,4817,0.211,2,0.0261,2,I8S-S70
2374,2,2.1429,2,34.7358,2,185.2,2,36,4818.5,0.212,2,0.0261,2,I8S-S70
2376,2,2.142,2,34.7358,2,185.3,2,36,4820,0.206,2,0.0261,2,I8S-S70
2378,2,2.1418,2,34.7359,2,185.3,2,48,4821.8,0.21,2,0.0261,2,I8S-S70
2380,2,2.1426,2,34.7354,2,185.3,2,84,4825.4,0.213,2,0.0261,2,I8S-S70
2382,2,2.1414,2,34.7359,2,185.2,2,36,4828.5,0.211,2,0.0261,2,I8S-S70
2384,2,2.1352,2,34.7361,2,185.3,2,24,4829.8,0.208,2,0.0261,2,I8S-S70
2386,2,2.1321,2,34.7361,2,185.3,2,24,4830.8,0.206,2,0.0261,2,I8S-S70
2388,2,2.1303,2,34.7362,2,185.4,2,24,4831.8,0.214,2,0.0261,2,I8S-S70
2390,2,2.1284,2,34.736,2,185.4,2,60,4834.2,0.214,2,0.0261,2,I8S-S70
2392,2,2.1266,2,34.7365,2,185.4,2,24,4838.3,0.208,2,0.0261,2,I8S-S70
2394,2,2.1246,2,34.7368,2,185.4,2,36,4839.5,0.213,2,0.0261,2,I8S-S70
2396,2,2.1238,2,34.7368,2,185.3,2,24,4840.8,0.208,2,0.0261,2,I8S-S70
2398,2,2.122,2,34.7367,2,185.4,2,72,4842.8,0.211,2,0.0261,2,I8S-S70
2400,2,2.1198,2,34.7366,2,185.6,2,60,4845.5,0.211,2,0.0261,2,I8S-S70
2402,2,2.1161,2,34.7369,2,185.8,2,24,4847.3,0.211,2,0.0261,2,I8S-S70
2404,2,2.1146,2,34.7369,2,185.7,2,36,4848.5,0.208,2,0.0261,2,I8S-S70
2406,2,2.114,2,34.7367,2,185.8,2,96,4851.3,0.209,2,0.0261,2,I8S-S70
2408,2,2.1113,2,34.7374,2,185.9,2,36,4854,0.214,2,0.0261,2,I8S-S70
2410,2,2.1105,2,34.7375,2,185.9,2,24,4855.3,0.218,2,0.0261,2,I8S-S70
2412,2,2.1086,2,34.7374,2,185.9,2,24,4856.3,0.214,2,0.0257,2,I8S-S70
2414,2,2.1075,2,34.7374,2,186.1,2,72,4858.3,0.21,2,0.0257,2,I8S-S70
2416,2,2.1079,2,34.7374,2,186.1,2,48,4862.8,0.211,2,0.0257,2,I8S-S70
2418,2,2.1043,2,34.7378,2,186.2,2,36,4864.5,0.211,2,0.0261,2,I8S-S70
2420,2,2.1037,2,34.7381,2,186.1,2,24,4865.8,0.218,2,0.0257,2,I8S-S70
2422,2,2.1023,2,34.7383,2,186.1,2,24,4866.8,0.216,2,0.0253,2,I8S-S70
2424,2,2.1016,2,34.7382,2,186.3,2,24,4867.8,0.208,2,0.0253,2,I8S-S70
2426,2,2.1026,2,34.7377,2,186.4,2,47,4870.8,0.212,2,0.0253,2,I8S-S70
2428,2,2.1011,2,34.7384,2,186.5,2,24,4873.8,0.215,2,0.0257,2,I8S-S70
2430,2,2.1007,2,34.7383,2,186.5,2,24,4874.8,0.215,2,0.0253,2,I8S-S70
2432,2,2.1009,2,34.7379,2,186.4,2,84,4877.5,0.213,2,0.0253,2,I8S-S70
2434,2,2.0991,2,34.7385,2,186.4,2,24,4880.3,0.213,2,0.0257,2,I8S-S70
2436,2,2.0971,2,34.7386,2,186.4,2,24,4881.3,0.207,2,0.0253,2,I8S-S70
2438,2,2.0945,2,34.7388,2,186.5,2,36,4882.6,0.21,2,0.0253,2,I8S-S70
2440,2,2.0896,2,34.7391,2,186.6,2,36,4884.1,0.21,2,0.0253,2,I8S-S70
2442,2,2.0908,2,34.7385,2,186.8,2,96,4887.1,0.213,2,0.0253,2,I8S-S70
2444,2,2.0855,2,34.7392,2,186.9,2,48,4890.3,0.215,2,0.0253,2,I8S-S70
2446,2,2.0847,2,34.7395,2,187,2,36,4892,0.21,2,0.0249,2,I8S-S70
2448,2,2.0844,2,34.7396,2,187,2,24,4893.3,0.21,2,0.0249,2,I8S-S70
2450,2,2.084,2,34.7396,2,187.1,2,36,4894.6,0.207,2,0.0249,2,I8S-S70
2452,2,2.0825,2,34.7395,2,187.4,2,60,4896.6,0.205,2,0.0249,2,I8S-S70
2454,2,2.0816,2,34.7394,2,187.4,2,84,4899.5,0.21,2,0.0249,2,I8S-S70
2456,2,2.0805,2,34.7398,2,187.5,2,36,4902,0.209,2,0.0249,2,I8S-S70
2458,2,2.0786,2,34.7397,2,187.6,2,36,4903.5,0.207,2,0.0249,2,I8S-S70
2460,2,2.0773,2,34.74,2,187.6,2,48,4905.3,0.208,2,0.0245,2,I8S-S70
2462,2,2.0769,2,34.7401,2,187.7,2,36,4907,0.213,2,0.0245,2,I8S-S70
2464,2,2.0767,2,34.7399,2,187.7,2,36,4908.5,0.207,2,0.0245,2,I8S-S70
2466,2,2.0762,2,34.7401,2,187.8,2,60,4910.5,0.21,2,0.0245,2,I8S-S70
2468,2,2.0759,2,34.74,2,187.8,2,96,4913.8,0.21,2,0.0245,2,I8S-S70
2470,2,2.0732,2,34.7404,2,187.9,2,36,4916.5,0.21,2,0.0245,2,I8S-S70
2472,2,2.0701,2,34.7405,2,187.9,2,36,4918,0.216,2,0.0245,2,I8S-S70
2474,2,2.0649,2,34.741,2,188,2,24,4919.3,0.217,2,0.0245,2,I8S-S70
2476,2,2.0627,2,34.741,2,188.1,2,36,4920.5,0.214,2,0.0245,2,I8S-S70
2478,2,2.0615,2,34.7411,2,188.2,2,36,4922,0.214,2,0.0245,2,I8S-S70
2480,2,2.061,2,34.7409,2,188.4,2,72,4925.1,0.21,2,0.0245,2,I8S-S70
2482,2,2.0584,2,34.7415,2,188.5,2,24,4928.8,0.21,2,0.0245,2,I8S-S70
2484,2,2.0568,2,34.7416,2,188.5,2,24,4929.8,0.208,2,0.0245,2,I8S-S70
2486,2,2.0559,2,34.7417,2,188.6,2,24,4930.8,0.214,2,0.0245,2,I8S-S70
2488,2,2.0554,2,34.7419,2,188.7,2,36,4932,0.212,2,0.0245,2,I8S-S70
2490,2,2.0551,2,34.7417,2,188.9,2,35,4935.1,0.211,2,0.0245,2,I8S-S70
2492,2,2.053,2,34.7423,2,189,2,12,4939.5,0.211,2,0.0245,2,I8S-S70
2494,2,2.052,2,34.742,2,189.1,2,24,4940.3,0.209,2,0.0245,2,I8S-S70
2496,2,2.0499,2,34.7419,2,189.1,2,24,4941.3,0.209,2,0.0245,2,I8S-S70
2498,2,2.0486,2,34.7419,2,189.2,2,84,4943.5,0.206,2,0.0245,2,I8S-S70
2500,2,2.0491,2,34.7417,2,189.2,2,60,4946.5,0.212,2,0.0245,2,I8S-S70
2502,2,2.0444,2,34.7425,2,189.3,2,48,4948.8,0.209,2,0.0245,2,I8S-S70
2504,2,2.0434,2,34.7426,2,189.4,2,24,4950.3,0.217,2,0.0245,2,I8S-S70
2506,2,2.0403,2,34.743,2,189.4,2,36,4951.5,0.21,2,0.0241,2,I8S-S70
2508,2,2.0374,2,34.7433,2,189.5,2,24,4952.8,0.207,2,0.0241,2,I8S-S70
2510,2,2.0368,2,34.743,2,189.7,2,84,4955,0.206,2,0.0241,2,I8S-S70
2512,2,2.0353,2,34.743,2,189.8,2,60,4958,0.208,2,0.0237,2,I8S-S70
2514,2,2.0308,2,34.7432,2,189.9,2,48,4960.3,0.208,2,0.0237,2,I8S-S70
2516,2,2.0272,2,34.7436,2,190,2,36,4962.1,0.21,2,0.0237,2,I8S-S70
2518,2,2.0249,2,34.7436,2,190,2,24,4963.3,0.21,2,0.0237,2,I8S-S70
2520,2,2.0238,2,34.7435,2,190.1,2,60,4965.1,0.212,2,0.0237,2,I8S-S70
2522,2,2.0204,2,34.7434,2,190.4,2,72,4967.8,0.213,2,0.0237,2,I8S-S70
2524,2,2.0149,2,34.7436,2,190.5,2,48,4970.3,0.212,2,0.0237,2,I8S-S70
2526,2,2.0137,2,34.7438,2,190.5,2,36,4972,0.208,2,0.0237,2,I8S-S70
2528,2,2.0132,2,34.7439,2,190.6,2,36,4973.5,0.205,2,0.0237,2,I8S-S70
2530,2,2.0123,2,34.7441,2,190.7,2,36,4975,0.204,2,0.0237,2,I8S-S70
2532,2,2.0119,2,34.744,2,190.7,2,36,4976.5,0.209,2,0.0237,2,I8S-S70
2534,2,2.012,2,34.7436,2,190.8,2,72,4980,0.207,2,0.0237,2,I8S-S70
2536,2,2.0109,2,34.7442,2,190.8,2,24,4983.3,0.21,2,0.0237,2,I8S-S70
2538,2,2.0089,2,34.7443,2,190.9,2,24,4984.3,0.201,2,0.0237,2,I8S-S70
2540,2,2.0067,2,34.7443,2,190.9,2,24,4985.3,0.217,2,0.0237,2,I8S-S70
2542,2,1.9998,2,34.7446,2,191,2,35,4986.5,0.212,2,0.0233,2,I8S-S70
2544,2,1.9977,2,34.7446,2,191.1,2,48,4989.3,0.213,2,0.0233,2,I8S-S70
2546,2,1.9939,2,34.7455,2,191.4,2,24,4993.8,0.203,2,0.0229,2,I8S-S70
2548,2,1.9915,2,34.7458,2,191.3,2,24,4994.8,0.206,2,0.0229,2,I8S-S70
2550,2,1.9905,2,34.7458,2,191.4,2,24,4995.8,0.206,2,0.0229,2,I8S-S70
2552,2,1.9899,2,34.7452,2,191.5,2,72,4997.8,0.21,2,0.0229,2,I8S-S70
2554,2,1.9882,2,34.7455,2,191.6,2,36,5000.1,0.213,2,0.0229,2,I8S-S70
2556,2,1.9873,2,34.7457,2,191.7,2,36,5001.6,0.209,2,0.0229,2,I8S-S70
2558,2,1.9874,2,34.7458,2,191.8,2,84,5004.1,0.212,2,0.0229,2,I8S-S70
2560,2,1.9869,2,34.7461,2,192,2,60,5007.1,0.209,2,0.0229,2,I8S-S70
2562,2,1.9842,2,34.7469,2,192.1,2,36,5009.1,0.213,2,0.0229,2,I8S-S70
2564,2,1.9817,2,34.7469,2,192.1,2,24,5010.3,0.216,2,0.0229,2,I8S-S70
2566,2,1.9782,2,34.7469,2,192.3,2,36,5011.6,0.211,2,0.0229,2,I8S-S70
2568,2,1.9767,2,34.7467,2,192.5,2,24,5012.8,0.209,2,0.0229,2,I8S-S70
2570,2,1.9738,2,34.7462,2,192.6,2,60,5015.3,0.214,2,0.0229,2,I8S-S70
2572,2,1.9716,2,34.7466,2,192.7,2,24,5020.3,0.211,2,0.0229,2,I8S-S70
2574,2,1.9703,2,34.7468,2,192.7,2,24,5021.3,0.209,2,0.0229,2,I8S-S70
2576,2,1.9705,2,34.7471,2,192.9,2,24,5022.3,0.21,2,0.0229,2,I8S-S70
2578,2,1.9701,2,34.7475,2,193.1,2,24,5023.3,0.212,2,0.0229,2,I8S-S70
2580,2,1.9683,2,34.7469,2,193.1,2,96,5026.2,0.211,2,0.0229,2,I8S-S70
2582,2,1.9672,2,34.7472,2,193.2,2,47,5030.3,0.21,2,0.0229,2,I8S-S70
2584,2,1.9623,2,34.748,2,193.3,2,24,5031.8,0.214,2,0.0229,2,I8S-S70
2586,2,1.9592,2,34.748,2,193.3,2,24,5032.8,0.211,2,0.0229,2,I8S-S70
2588,2,1.9582,2,34.7479,2,193.4,2,24,5033.8,0.213,2,0.0229,2,I8S-S70
2590,2,1.9561,2,34.7478,2,193.4,2,36,5035.1,0.213,2,0.0229,2,I8S-S70
2592,2,1.955,2,34.7475,2,193.6,2,108,5038.1,0.211,2,0.0229,2,I8S-S70
2594,2,1.9481,2,34.7476,2,193.8,2,47,5041.3,0.212,2,0.0229,2,I8S-S70
2596,2,1.9449,2,34.7476,2,193.9,2,60,5043.5,0.205,2,0.0225,2,I8S-S70
2598,2,1.9418,2,34.748,2,194,2,24,5045.3,0.211,2,0.0225,2,I8S-S70
