SampleID	Cruise	Station	Date	Time	Latitude	Longitude	Depth	Bottom_Depth	Temperature	Salinity	Oxygen	Silicate	NO2	NO3	NOx	NH3	PO4	PAR	Chlorophyll
P15S-2016-936	P15S	936	8/5/16	9:07	-62.5	-170	5	2410	0.69	34.06	327.1	42.52	0.3	29.13	29.43	0.68	2.07		
P15S-2016-9533	P15S	9533	11/6/16	2:58	-21.5	-170	65.2	5483	24.42	35.69	208.6	0.21	0	-0.03	-0.03		0.08		0.07
P15S-2016-9534	P15S	9534	11/6/16	2:58	-21.5	-170	40.7	5483	24.48	35.66	208.9	0.2	0.01	-0.05	-0.04		0.08		0.07
P15S-2016-9536	P15S	9536	11/6/16	2:58	-21.5	-170	5.7	5483	24.47	32.83	208.7	0.21	0.01	-0.05	-0.04	0.02	0.08		0.07
P15S-2016-3401	P15S	3401	18/5/16	4:40:00	-50.5	-170	5140.7	5056	0.98	34.7	209.2	122.68	0	32.17	32.17		2.25		
P15S-2016-3413	P15S	3413	18/5/16	4:40:00	-50.5	-170	1998.8	5056	2.3	34.69	178.8	81.15	0	32.26	32.26		2.24		
P15S-2016-3420	P15S	3420	18/5/16	4:40:00	-50.5	-170	997	5056	3.69	34.35	197.7	42.96	0	32.2	32.2		2.22		
P15S-2016-3425	P15S	3425	18/5/16	4:40:00	-50.5	-170	502.9	5056	5.72	34.23	263.9	10.77	0	23.48	23.48		1.61		
P15S-2016-3430	P15S	3430	18/5/16	8:22:00	-50.5	-170.02	199.6	5052	7.42	34.36	268.2	5.26	0.01	18.95	18.96	0.08	1.33		
P15S-2016-3432	P15S	3432	18/5/16	4:40:00	-50.5	-170	98.3	5056	8.45	34.32	276	2.85	0.2	15.12	15.32		1.13		
P15S-2016-3901	P15S	3901	19/5/16	16:06:00	-47.99	-169.99	5400	5382	1.03	34.7	210	121.8	0	32.17	32.17		2.22		
P15S-2016-3913	P15S	3913	19/5/16	16:06:00	-47.99	-169.99	1935	5382	2.64	34.58	169.8	76.81	0	33.97	33.97		2.34		
P15S-2016-3920	P15S	3920	19/5/16	16:06:00	-47.99	-169.99	965	5382	6	34.37	212	18.91	0	26.95	26.95		1.82		
P15S-2016-3925	P15S	3925	19/5/16	16:06:00	-47.99	-169.99	465	5382	7.7	34.43	253	5.91	0	19.41	19.41		1.34		
P15S-2016-3932	P15S	3932	19/5/16	19:56:00	-47.99	-169.99	91.5	5381	11.46	34.62	263.1	0.88	0.3	6.38	6.68	0.33	0.61		
P15S-2016-3933	P15S	3933	19/5/16	16:06:00	-47.99	-169.99	65	5382	11.47	34.62	263.2	0.88	0.3	6.37	6.67		0.61		
P15S-2016-3934	P15S	3934	19/5/16	16:06:00	-47.99	-169.99	40	5382	11.47	34.62	263	0.88	0.3	6.37	6.67		0.6		
P15S-2016-3936	P15S	3936	19/5/16	19:56:00	-47.99	-169.99	6.5	5381	11.46	34.62	263	0.88	0.3	6.36	6.66	0.33	0.61		
