I8S-S45-N33	3	
I8S-S45-N35	4	
I8S-S48-N01	5	
I8S-S48-N03	6	
I8S-S48-N05	7	
I8S-S48-N08	8	
I8S-S48-N11	9	
I8S-S48-N12	10	
I8S-S60-N01	11	
I8S-S60-N03	12	
I8S-S60-N05	13	
I8S-S60-N08	14	
I8S-S60-N11	15	
I8S-S60-N12	16	
I8S-S70-N01	1	CAP_rev17
I8S-S70-N03	2	
I8S-S70-N05	3	
I8S-S70-N08	4	
I8S-S70-N11	5	
I8S-S70-N12	6	
I8S-S88-N01	7	
I8S-S88-N03	8	
I8S-S88-N05	9	
I8S-S88-N08	10	
I8S-S88-N11	11	
I8S-S88-N12	12	
I9N-S91-N01	13	
I9N-S91-N03	14	
I9N-S91-N06	15	
I9N-S91-N08	16	
I9N-S91-N10	17	
I9N-S91-N12	18	
I9N-S95-N01	19	
I9N-S95-N03	20	
I9N-S95-N06	21	
I9N-S95-N08	22	
210726_16S_stag	23	
210726_H2O_blk_1	24	
I9N-S95-N10	1	CAP_rev18
I9N-S95-N12	2	
I9N-S101-N01	3	
I9N-S101-N03	4	
I9N-S101-N06	5	
I9N-S101-N08	6	
I9N-S101-N10	7	
lysis_buff_blk	8	
I9N-S107-N01	9	
I9N-S107-N03	10	
I9N-S107-N06	11	
I9N-S107-N08	12	
I9N-S107-N10	13	
I9N-S107-N12	14	
I9N-S113-N01	15	
I9N-S113-N03	16	
I9N-S113-N06	17	
I9N-S113-N08	18	
I9N-S113-N10	19	
I9N-S113-N12	20	
I9N-S117-N01	21	
I9N-S117-N03	22	
210726_16S_even	23	
210726_H2O_blk_2	24	
I9N-S117-N06	1	CAP_rev19
I9N-S117-N08	2	
I9N-S117-N10	3	
I9N-S117-N12	4	
I9N-S125-N01	5	
I9N-S125-N03	6	
I9N-S125-N06	7	
I9N-S125-N08	8	
I9N-S125-N10	9	
I9N-S125-N12	10	
I9N-S135-N01	11	
I9N-S135-N03	12	
I9N-S135-N06	13	
I9N-S135-N08	14	
I9N-S135-N10	15	
I9N-S135-N12	16	
I9N-S145-N01	17	
I9N-S145-N03	18	
I9N-S145-N06	19	
I9N-S145-N08	20	
I9N-S145-N10	21	
I9N-S145-N12	22	
I9N-S162-N01	23	
I9N-S162-N03	24	
I9N-S162-N06	1	CAP_rev20
I9N-S162-N08	2	
I9N-S162-N10	3	
I9N-S162-N12	4	
I9N-S193-N01	5	
I9N-S193-N03	6	
I9N-S193-N06	7	
I9N-S193-N08	8	
I9N-S193-N10	9	
I9N-S193-N12	10	
I9N-S199-N01	11	
I9N-S199-N03	12	
I9N-S199-N06	13	
I9N-S199-N08	14	
I9N-S199-N10	15	
I9N-S199-N12	16	
